id,verifiable,label,claim,evidence,claim_clean,claim_norm
177678,NOT VERIFIABLE,NOT ENOUGH INFO,Tubelight is produced by an American director.,"[[[205942, None, None, None]]]",Tubelight is produced by an American director.,tubelight is produced by an american director.
66556,NOT VERIFIABLE,NOT ENOUGH INFO,David Thewlis is a director.,"[[[83124, None, None, None]]]",David Thewlis is a director.,david thewlis is a director.
165529,VERIFIABLE,SUPPORTS,Ileana D'Cruz only starred in Twilight.,"[[[190329, 201379, ""Ileana_D'Cruz"", 12]]]",Ileana D'Cruz only starred in Twilight.,ileana d'cruz only starred in twilight.
208948,NOT VERIFIABLE,NOT ENOUGH INFO,Funny or Die produces The Late Show.,"[[[247328, None, None, None]]]",Funny or Die produces The Late Show.,funny or die produces the late show.
115024,NOT VERIFIABLE,NOT ENOUGH INFO,The Proposal stars Jim Gaffigan.,"[[[135020, None, None, None]]]",The Proposal stars Jim Gaffigan.,the proposal stars jim gaffigan.
209534,VERIFIABLE,SUPPORTS,Sleep can be disrupted by medical conditions.,"[[[248088, 248343, 'Sleep', 13]]]",Sleep can be disrupted by medical conditions.,sleep can be disrupted by medical conditions.
199144,VERIFIABLE,REFUTES,International Relations only includes the entertainment industry.,"[[[234142, 237060, 'International_relations', 9]], [[234142, 237061, 'International_relations', 10]]]",International Relations only includes the entertainment industry.,international relations only includes the entertainment industry.
29381,VERIFIABLE,SUPPORTS,Gillian Jacobs has only appeared in the film Brother Nature.,"[[[45505, 54334, 'Gillian_Jacobs', 3]]]",Gillian Jacobs has only appeared in the film Brother Nature.,gillian jacobs has only appeared in the film brother nature.
12695,VERIFIABLE,SUPPORTS,The Illusionist is a film.,"[[[27944, 34243, 'The_Illusionist_-LRB-2006_film-RRB-', 0]], [[27944, 34244, 'The_Illusionist_-LRB-2006_film-RRB-', 6]], [[27944, 34245, 'The_Illusionist_-LRB-2006_film-RRB-', 7]]]",The Illusionist is a film.,the illusionist is a film.
130422,VERIFIABLE,SUPPORTS,"Michael Caine starred in Get Carter, The Last Valley, Sleuth, The Man Who Would Be King, and A Bridge Too Far.","[[[34755, 42140, 'Michael_Caine', 5]]]","Michael Caine starred in Get Carter, The Last Valley, Sleuth, The Man Who Would Be King, and A Bridge Too Far.","michael caine starred in get carter, the last valley, sleuth, the man who would be king, and a bridge too far."
40408,VERIFIABLE,REFUTES,Snooki is a professional boxer.,"[[[56704, 66925, 'Snooki', 0]]]",Snooki is a professional boxer.,snooki is a professional boxer.
176428,NOT VERIFIABLE,NOT ENOUGH INFO,Sunrise created Ghost in the Shell.,"[[[204352, None, None, None]]]",Sunrise created Ghost in the Shell.,sunrise created ghost in the shell.
63512,VERIFIABLE,REFUTES,Michael Jackson was killed by Dr. Oz.,"[[[79939, 91678, 'Michael_Jackson', 29]]]",Michael Jackson was killed by Dr. Oz.,michael jackson was killed by dr. oz.
186264,VERIFIABLE,REFUTES,Cochrane is a political organization.,"[[[217219, 223858, 'Cochrane_-LRB-organisation-RRB-', 0], [217219, 223858, 'Non-governmental_organization', 0]]]",Cochrane is a political organization.,cochrane is a political organization.
179544,NOT VERIFIABLE,NOT ENOUGH INFO,The Singing Detective had an episode called Runaway.,"[[[211100, None, None, None]]]",The Singing Detective had an episode called Runaway.,the singing detective had an episode called runaway.
73389,VERIFIABLE,REFUTES,Feels So Good was released as an album.,"[[[90180, 102872, 'Feels_So_Good_-LRB-Mel_B_song-RRB-', 1]]]",Feels So Good was released as an album.,feels so good was released as an album.
61218,VERIFIABLE,SUPPORTS,Patty Hearst was kidnapped.,"[[[77739, 89193, 'Patty_Hearst', 1]]]",Patty Hearst was kidnapped.,patty hearst was kidnapped.
199107,VERIFIABLE,SUPPORTS,International Relations includes many subject matters.,"[[[234100, 236991, 'International_relations', 0]]]",International Relations includes many subject matters.,international relations includes many subject matters.
213076,VERIFIABLE,SUPPORTS,Marlon Brando was in a film.,"[[[252765, 252615, 'Marlon_Brando', 3], [252765, 252615, 'On_the_Waterfront', 0]], [[252765, 252616, 'Marlon_Brando', 4], [252765, 252616, 'Apocalypse_Now', 0], [252765, 252616, 'Apocalypse_Now', 2]], [[252765, 252617, 'Marlon_Brando', 8]], [[252765, 252618, 'Marlon_Brando', 9], [252765, 252618, 'On_the_Waterfront', 0]], [[252765, 252619, 'Marlon_Brando', 10], [252765, 252619, 'Viva_Zapata!', 1]], [[252765, 252620, 'Marlon_Brando', 11], [252765, 252620, 'Julius_Caesar_-LRB-1953_film-RRB-', 2]], [[252765, 252621, 'Marlon_Brando', 16]], [[252765, 252622, 'Marlon_Brando', 17], [252765, 252622, 'The_Godfather', 0]], [[252765, 252623, 'Marlon_Brando', 18], [252765, 252623, 'The_Godfather', 1]], [[252765, 252624, 'Marlon_Brando', 19], [252765, 252624, 'Last_Tango_in_Paris', 0]], [[252765, 252625, 'Marlon_Brando', 20], [252765, 252625, 'The_Missouri_Breaks', 0]], [[252765, 252626, 'Marlon_Brando', 21], [252765, 252626, 'Superman_-LRB-1978_film-RRB-', 0]], [[252765, 252627, 'Marlon_Brando', 22], [252765, 252627, 'Superman_-LRB-1978_film-RRB-', 0], [252765, 252627, 'Superman_-LRB-1978_film-RRB-', 2]], [[252765, 252628, 'Marlon_Brando', 23]]]",Marlon Brando was in a film.,marlon brando was in a film.
163405,VERIFIABLE,SUPPORTS,Ilkhanate contained large amounts of territory.,"[[[187950, 199501, 'Ilkhanate', 4]]]",Ilkhanate contained large amounts of territory.,ilkhanate contained large amounts of territory.
214864,VERIFIABLE,SUPPORTS,History of art includes various subjects.,"[[[255165, 254657, 'History_of_art', 0]]]",History of art includes various subjects.,history of art includes various subjects.
79825,VERIFIABLE,REFUTES,Quinoa is in the Amaryllidaceae family.,"[[[96777, 109925, 'Quinoa', 0]]]",Quinoa is in the Amaryllidaceae family.,quinoa is in the amaryllidaceae family.
131807,VERIFIABLE,SUPPORTS,"Penny Dreadful premiered on May 11, 2014.","[[[154165, 168948, 'Penny_Dreadful_-LRB-TV_series-RRB-', 3]], [[154168, 168951, 'Penny_Dreadful_-LRB-TV_series-RRB-', 3]]]","Penny Dreadful premiered on May 11, 2014.","penny dreadful premiered on may 11, 2014."
38165,VERIFIABLE,REFUTES,Yusuke Murata wrote Eyeshield 21.,"[[[54354, 64350, 'Yusuke_Murata', 1]]]",Yusuke Murata wrote Eyeshield 21.,yusuke murata wrote eyeshield 21.
184845,VERIFIABLE,REFUTES,Hungary is bordered by China.,"[[[215360, 222249, 'Hungary', 1]]]",Hungary is bordered by China.,hungary is bordered by china.
89517,VERIFIABLE,REFUTES,Gillian Jacobs has only appeared in the film Brother Nature.,"[[[106747, 120136, 'Gillian_Jacobs', 3]]]",Gillian Jacobs has only appeared in the film Brother Nature.,gillian jacobs has only appeared in the film brother nature.
195741,VERIFIABLE,SUPPORTS,A Nightmare on Elm Street stars Rooney Mara.,"[[[229958, 233746, 'A_Nightmare_on_Elm_Street_-LRB-2010_film-RRB-', 3]]]",A Nightmare on Elm Street stars Rooney Mara.,a nightmare on elm street stars rooney mara.
214909,VERIFIABLE,REFUTES,History of art only includes computers.,"[[[255798, 255158, 'History_of_art', 2]]]",History of art only includes computers.,history of art only includes computers.
182436,NOT VERIFIABLE,NOT ENOUGH INFO,Gareth Neame is an award winner.,"[[[212181, None, None, None]]]",Gareth Neame is an award winner.,gareth neame is an award winner.
138395,NOT VERIFIABLE,NOT ENOUGH INFO,Snooki is Canadian.,"[[[290020, None, None, None], [291358, None, None, None], [293506, None, None, None], [337453, None, None, None], [337455, None, None, None]]]",Snooki is Canadian.,snooki is canadian.
199029,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes the U.N.,"[[[234011, None, None, None]]]",International Relations includes the U.N.,international relations includes the u.n.
179643,NOT VERIFIABLE,NOT ENOUGH INFO,Michael Giacchino composed the score for Dunkirk.,"[[[208488, None, None, None]]]",Michael Giacchino composed the score for Dunkirk.,michael giacchino composed the score for dunkirk.
228908,VERIFIABLE,SUPPORTS,"Drama school offers a Bachelor of Arts, Bachelor of Fine Arts, or, occasionally, Bachelor of Science or Bachelor of Design. Graduate students may take a Master of Arts, Master of Science, Master of Fine Arts, Doctor of Arts, Doctor of Fine Arts, or Doctor of Philosophy degree.","[[[273843, 269186, 'Drama_school', 1], [273843, 269186, 'Drama_school', 2]]]","Drama school offers a Bachelor of Arts, Bachelor of Fine Arts, or, occasionally, Bachelor of Science or Bachelor of Design. Graduate students may take a Master of Arts, Master of Science, Master of Fine Arts, Doctor of Arts, Doctor of Fine Arts, or Doctor of Philosophy degree.","drama school offers a bachelor of arts, bachelor of fine arts, or, occasionally, bachelor of science or bachelor of design. graduate students may take a master of arts, master of science, master of fine arts, doctor of arts, doctor of fine arts, or doctor of philosophy degree."
26929,NOT VERIFIABLE,NOT ENOUGH INFO,Whiplash features a person.,"[[[43064, None, None, None]]]",Whiplash features a person.,whiplash features a person.
43923,VERIFIABLE,SUPPORTS,Cirrhosis can cause death.,"[[[60252, 70643, 'Cirrhosis', 27]], [[60252, 70644, 'Cirrhosis', 29]]]",Cirrhosis can cause death.,cirrhosis can cause death.
115262,NOT VERIFIABLE,NOT ENOUGH INFO,Robert Redford was nominated for the Best Supporting Actor Emmy for his role in The Voice of Charlie Pont.,"[[[135304, None, None, None]]]",Robert Redford was nominated for the Best Supporting Actor Emmy for his role in The Voice of Charlie Pont.,robert redford was nominated for the best supporting actor emmy for his role in the voice of charlie pont.
203278,NOT VERIFIABLE,NOT ENOUGH INFO,Extreme environments can be caused by a variety of factors that push equilibrium off.,"[[[239773, None, None, None]]]",Extreme environments can be caused by a variety of factors that push equilibrium off.,extreme environments can be caused by a variety of factors that push equilibrium off.
57733,VERIFIABLE,REFUTES,Reuters only sends out news in English.,"[[[74067, 85286, 'Reuters', 6]]]",Reuters only sends out news in English.,reuters only sends out news in english.
191768,VERIFIABLE,SUPPORTS,"Portuguese, Spanish, Asturian-Leonese, Aragonese, Catalan, Gascon, Provençal, Gallo-Wallon, French, Franco-Provençal, Romansh, and Ladin are Western Romance Languages.","[[[225730, 230332, 'Western_Romance_languages', 6]]]","Portuguese, Spanish, Asturian-Leonese, Aragonese, Catalan, Gascon, Provençal, Gallo-Wallon, French, Franco-Provençal, Romansh, and Ladin are Western Romance Languages.","portuguese, spanish, asturian-leonese, aragonese, catalan, gascon, provençal, gallo-wallon, french, franco-provençal, romansh, and ladin are western romance languages."
142992,VERIFIABLE,SUPPORTS,Vito Corleone is a father.,"[[[166055, 180004, 'Vito_Corleone', 5], [166055, 180004, 'Fredo_Corleone', 4], [166055, 180004, 'Sonny_Corleone', 4]]]",Vito Corleone is a father.,vito corleone is a father.
80940,VERIFIABLE,REFUTES,The Ten Commandments is a French film.,"[[[97949, 111073, 'The_Ten_Commandments_-LRB-1956_film-RRB-', 0]]]",The Ten Commandments is a French film.,the ten commandments is a french film.
214906,VERIFIABLE,SUPPORTS,"History of art includes architecture, dance, sculpture, music, painting, poetry literature, theatre, narrative, film, photography and graphic arts.","[[[255269, 254733, 'History_of_art', 2]]]","History of art includes architecture, dance, sculpture, music, painting, poetry literature, theatre, narrative, film, photography and graphic arts.","history of art includes architecture, dance, sculpture, music, painting, poetry literature, theatre, narrative, film, photography and graphic arts."
228902,VERIFIABLE,SUPPORTS,Drama school offers a degree.,"[[[273122, 268690, 'Drama_school', 1]], [[273158, 268713, 'Drama_school', 1]]]",Drama school offers a degree.,drama school offers a degree.
219075,NOT VERIFIABLE,NOT ENOUGH INFO,"Deadpool 2 featured Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, and Stefan Kapičić.","[[[260564, None, None, None]]]","Deadpool 2 featured Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, and Stefan Kapičić.","deadpool 2 featured ryan reynolds, morena baccarin, ed skrein, t. j. miller, gina carano, leslie uggams, brianna hildebrand, and stefan kapičić."
104671,VERIFIABLE,SUPPORTS,Sally Field was in a movie.,"[[[122973, 137236, 'Sally_Field', 2]], [[122973, 137237, 'Sally_Field', 3]], [[122973, 137238, 'Sally_Field', 4], [122973, 137238, 'Steel_Magnolias', 0]], [[122973, 137239, 'Sally_Field', 7]], [[122973, 137240, 'Sally_Field', 10], [122973, 137240, 'Lincoln_-LRB-film-RRB-', 0]], [[122973, 137241, 'Sally_Field', 11], [122973, 137241, 'The_Amazing_Spider-Man_-LRB-2012_film-RRB-', 0]]]",Sally Field was in a movie.,sally field was in a movie.
114808,NOT VERIFIABLE,NOT ENOUGH INFO,Imagine Dragons is a group.,"[[[136342, None, None, None]]]",Imagine Dragons is a group.,imagine dragons is a group.
219103,NOT VERIFIABLE,NOT ENOUGH INFO,Deadpool 2 featured superheroes.,"[[[260616, None, None, None]]]",Deadpool 2 featured superheroes.,deadpool 2 featured superheroes.
49819,NOT VERIFIABLE,NOT ENOUGH INFO,Investment funds are also referred to by other names.,"[[[66360, None, None, None]]]",Investment funds are also referred to by other names.,investment funds are also referred to by other names.
206320,VERIFIABLE,SUPPORTS,Billy Bob Thornton appeared in a film.,"[[[243935, 245048, 'Billy_Bob_Thornton', 3], [243935, 245048, 'One_False_Move', 0]]]",Billy Bob Thornton appeared in a film.,billy bob thornton appeared in a film.
135458,NOT VERIFIABLE,NOT ENOUGH INFO,Zindagi Na Milegi Dobara stars Akshay Kumar.,"[[[158055, None, None, None]]]",Zindagi Na Milegi Dobara stars Akshay Kumar.,zindagi na milegi dobara stars akshay kumar.
225464,NOT VERIFIABLE,NOT ENOUGH INFO,Ice Hockey is popular in Russia.,"[[[268670, None, None, None]]]",Ice Hockey is popular in Russia.,ice hockey is popular in russia.
38606,VERIFIABLE,REFUTES,"Graciosa, Canary Islands is across from the peninsula El Río.","[[[54813, 64814, 'Graciosa,_Canary_Islands', 0]], [[54823, 64833, 'Graciosa,_Canary_Islands', 0]]]","Graciosa, Canary Islands is across from the peninsula El Río.","graciosa, canary islands is across from the peninsula el río."
93081,NOT VERIFIABLE,NOT ENOUGH INFO,Bal Gangadhar Tilak was a horse.,"[[[110400, None, None, None]]]",Bal Gangadhar Tilak was a horse.,bal gangadhar tilak was a horse.
220818,NOT VERIFIABLE,NOT ENOUGH INFO,The Royal Tenenbaum stars Dolly Parton.,"[[[262828, None, None, None]]]",The Royal Tenenbaum stars Dolly Parton.,the royal tenenbaum stars dolly parton.
69135,VERIFIABLE,SUPPORTS,The 2013 NBA draft was not held in New York.,"[[[85832, 98110, '2013_NBA_draft', 0]]]",The 2013 NBA draft was not held in New York.,the 2013 nba draft was not held in new york.
196221,NOT VERIFIABLE,NOT ENOUGH INFO,The Prince of Egypt takes place in Egypt.,"[[[230553, None, None, None]]]",The Prince of Egypt takes place in Egypt.,the prince of egypt takes place in egypt.
134879,NOT VERIFIABLE,NOT ENOUGH INFO,The Fosters is a film.,"[[[157448, None, None, None]]]",The Fosters is a film.,the fosters is a film.
176102,VERIFIABLE,REFUTES,Caryn Mandabach produced Canadian hits.,"[[[206162, 214595, 'Caryn_Mandabach', 3]]]",Caryn Mandabach produced Canadian hits.,caryn mandabach produced canadian hits.
182722,VERIFIABLE,SUPPORTS,"Pitch Perfect 3 stars Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle.","[[[212596, 220082, 'Pitch_Perfect_3', 1]]]","Pitch Perfect 3 stars Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle.","pitch perfect 3 stars anna kendrick, anna camp, rebel wilson, brittany snow, hailee steinfeld, alexis knapp, ester dean, hana mae lee, chrissie fit, kelley jakle."
59398,VERIFIABLE,SUPPORTS,Jerome is recognized by Russians.,"[[[75802, 87071, 'Jerome', 11], [75802, 87071, 'Eastern_Orthodox_Church', 18]]]",Jerome is recognized by Russians.,jerome is recognized by russians.
121926,NOT VERIFIABLE,NOT ENOUGH INFO,"Beverly Hills, 90210 was a non-political or social commentary show.","[[[143124, None, None, None]]]","Beverly Hills, 90210 was a non-political or social commentary show.","beverly hills, 90210 was a non-political or social commentary show."
46280,VERIFIABLE,SUPPORTS,Jack Black starred in Gulliver's Travels.,"[[[62621, 73264, 'Jack_Black', 2]]]",Jack Black starred in Gulliver's Travels.,jack black starred in gulliver's travels.
26440,VERIFIABLE,REFUTES,Land Rover makes Lamborghini.,"[[[42539, 51192, 'Land_Rover', 0]]]",Land Rover makes Lamborghini.,land rover makes lamborghini.
184536,VERIFIABLE,REFUTES,The Shadow Line was written by an American man.,"[[[214965, 221918, 'The_Shadow_Line_-LRB-TV_series-RRB-', 2], [214965, 221918, 'Hugo_Blick', 0]]]",The Shadow Line was written by an American man.,the shadow line was written by an american man.
